Region,School LEA number,School Name,Type,Type (Welsh),School Number,Phone Number,Address,Students,Wikipedia URL,Estyn (Schools Inspectorate) URL,School Website
Gwynedd,661,Ysgol Bro Idris,Middle (ages 3-16),Bilingual (Type A),6615500,01341 424949,Dolgellau+++Gwynedd+LL40 1HY,569.0,TODO,TODO,TODO
Gwynedd,661,Ysgol Godre'r Berwyn,Middle (ages 3-19),Bilingual (Type A),6615501,01678 520259,Heol Ffrydan+++Bala+LL23 7RU,566.0,TODO,TODO,TODO
Gwynedd,661,Ysgol Pendalar,Special (with post-16 provision),Not applicable,6617002,01286 672141,Ffordd Bethel+Caernarfon+Gwynedd++LL55 1DU,115.0,TODO,TODO,TODO
Gwynedd,661,Ysgol Hafod Lon,Special (with post-16 provision),Not applicable,6617010,01766 772140,Parc Busnes Eryri+ Penrhyndeudraeth+Gwynedd++LL48 6LD,115.0,TODO,TODO,TODO
Conwy,662,Ysgol Betws Y Coed,"Nursery, Infants & Juniors",Welsh medium,6622012,01690 710581,Bro Gethun+Betws-Y-Coed+Conwy++LL24 0BP,25.0,TODO,TODO,TODO
Conwy,662,Ysgol Capelulo,"Nursery, Infants & Juniors",English with significant Welsh,6622023,01492 622693,Ffordd Treforus+Dwygyfylchi+Penmaenmawr+Conwy+LL34 6RA,149.0,TODO,TODO,TODO
Conwy,662,Ysgol Deganwy,"Nursery, Infants & Juniors",English with significant Welsh,6622038,01492 574600,Park Drive+Deganwy+Conwy++LL31 9YB,343.0,TODO,TODO,TODO
Conwy,662,Ysgol Dolwyddelan,"Nursery, Infants & Juniors",Welsh medium,6622043,01690 750293,Dolwyddelan++++LL25 0SZ,24.0,TODO,TODO,TODO
Conwy,662,Ysgol Ffordd Dyffryn,"Nursery, Infants & Juniors",English with significant Welsh,6622044,01492 878907,Ffordd Dyffryn+Llandudno+Conwy++LL30 2LZ,180.0,TODO,TODO,TODO
Conwy,662,Ysgol Glanwydden,"Nursery, Infants & Juniors",English with significant Welsh,6622053,01492 540798,Ffordd Derwen+Bae Penrhyn+Llandudno+Conwy+LL30 3LB,315.0,TODO,TODO,TODO
Conwy,662,Ysgol Tudno,"Nursery, Infants & Juniors",English with significant Welsh,6622061,01492 875252,Trinity Avenue+Llandudno+++LL30 2SJ,189.0,TODO,TODO,TODO
Conwy,662,Ysgol Morfa Rhianedd,"Nursery, Infants & Juniors",Welsh medium,6622063,01492 577150,Ffordd Cwm+Llandudno+Conwy++LL30 1EG,154.0,TODO,TODO,TODO
Conwy,662,Ysgol Penmachno,"Nursery, Infants & Juniors",Welsh medium,6622086,01690 760394,Penmachno+Betws-Y-Coed+Conwy++LL24 0PT,38.0,TODO,TODO,TODO
Conwy,662,Ysgol Llandrillo yn Rhos,"Nursery, Infants & Juniors",English medium,6622103,01492 549648,Elwy Road+Llandrillo Yn Rhos+Colwyn Bay++LL28 4LX,457.0,TODO,TODO,TODO
Conwy,662,Ysgol Talhaiarn,"Nursery, Infants & Juniors",English with significant Welsh,6622104,01745 720242,Llanfair Talhaiarn+Abergele+Conwy++LL22 8SD,51.0,TODO,TODO,TODO
Conwy,662,Ysgol Babanod Mochdre,Nursery & Infants,English medium,6622106,01492 540194,Station Road+Mochdre+Conwy++LL28 5EF,58.0,TODO,TODO,TODO
Conwy,662,Ysgol T. Gwynn Jones,Nursery & Infants,English medium,6622108,01492 516594,Llanelian Road+Old Colwyn+Colwyn Bay++LL29 9UA,203.0,TODO,TODO,TODO
Conwy,662,Ysgol Maes Owen,Juniors,English medium,6622110,01745 353721,Morfa Avenue+Foryd+Rhyl++LL18 5LE,248.0,TODO,TODO,TODO
Conwy,662,Ysgol Glan Gele,Nursery & Infants,English medium,6622111,01745 823584,Ffordd y Morfa+Abergele+Conwy++LL22 7NU,297.0,TODO,TODO,TODO
Conwy,662,Ysgol Glan Morfa,"Nursery, Infants & Juniors",Welsh medium,6622112,01745 832922,Ffordd y Morfa+Abergele+Conwy++LL22 7NU,269.0,TODO,TODO,TODO
Conwy,662,Ysgol Bod Alaw,"Nursery, Infants & Juniors",Welsh medium,6622114,01492 530420,Abergele Road+Colwyn Bay+++LL29 7ST,313.0,TODO,TODO,TODO
Conwy,662,Ysgol Pant Y Rhedyn,Juniors,English with significant Welsh,6622115,01248 680642,Ffordd Penmaenmawr+Llanfairfechan+Conwy++LL33 0PA,136.0,TODO,TODO,TODO
Conwy,662,Ysgol Y Foryd,Nursery & Infants,English medium,6622118,01745 351892,Morfa Avenue+Foryd+Conwy++LL18 5LE,185.0,TODO,TODO,TODO
Conwy,662,Ysgol Craig Y Don,"Nursery, Infants & Juniors",English with significant Welsh,6622121,01492 878906,Clarence Drive+Craig Y Don+Llandudno+Conwy+LL30 1TR,330.0,TODO,TODO,TODO
Conwy,662,Ysgol Cerrigydrudion,"Nursery, Infants & Juniors",Welsh medium,6622123,01490 420328,Ffordd Yr Alwen+Cerrigydrudion+Corwen++LL21 9SW,88.0,TODO,TODO,TODO
Conwy,662,"Ysgol Bro Aled Llansannan","Nursery, Infants & Juniors",Welsh medium,6622132,01745 870660,Llansannan+Dinbych+Conwy++LL16 5HN,74.0,TODO,TODO,TODO
Conwy,662,Ysgol Gynradd Bro Cernyw,"Nursery, Infants & Juniors",Welsh medium,6622148,01745 860238,Llangernyw+Abergele+Conwy++LL22 8PP,104.0,TODO,TODO,TODO
Conwy,662,Ysgol Sant Elfod,Juniors,English medium,6622221,01745 832007,Ffordd Y Morfa+Abergele+Conwy++LL22 7NU,297.0,TODO,TODO,TODO
Conwy,662,Ysgol Capel Garmon,"Nursery, Infants & Juniors",Welsh medium,6622222,01690 710287,Capel Garmon+Llanrwst+Conwy++LL26 0RL,19.0,TODO,TODO,TODO
Conwy,662,Ysgol Glan Conwy,"Nursery, Infants & Juniors",English with significant Welsh,6622225,01492 580421,Ffordd Top Llan+Glan Conwy+Conwy++LL28 5NA,114.0,TODO,TODO,TODO
Conwy,662,Ysgol Cynfran,"Nursery, Infants & Juniors",English with significant Welsh,6622264,01492 517326,Dolwen Road+Llysfaen+Colwyn Bay+Conwy+LL29 8SS,182.0,TODO,TODO,TODO
Conwy,662,Ysgol Iau Hen Golwyn,Juniors,English medium,6622267,01492 516258,Church Walks+Old Colwyn+Conwy++LL29 9RU,212.0,TODO,TODO,TODO
Conwy,662,Ysgol Cystennin,Juniors,English medium,6622269,01492 540068,The Old Highway+Mochdre+Colwyn Bay+Conwy+LL28 5AU,65.0,TODO,TODO,TODO
Conwy,662,Ysgol Pentrefoelas,"Nursery, Infants & Juniors",Welsh medium,6622270,01690 770226,Pentrefoelas+Betws Y Coed+Conwy++LL24 0LE,39.0,TODO,TODO,TODO
Conwy,662,Ysgol Bro Gwydir,"Nursery, Infants & Juniors",Welsh medium,6622271,01492 640342,Heol Watling+Llanrwst+++LL26 0EY,336.0,TODO,TODO,TODO
Conwy,662,Ysgol Nant Y Groes,"Nursery, Infants & Juniors",English medium,6622272,01492 577010,Greenfield Road+Colwyn Bay+Conwy++LL29 8ET,282.0,TODO,TODO,TODO
Conwy,662,Ysgol Swn Y Don,"Nursery, Infants & Juniors",English medium,6622273,01492 577290,Penmaenrhos+Swn Y Don+Colwyn Bay+Conwy+LL29 9LL,123.0,TODO,TODO,TODO
Conwy,662,Ysgol Awel y Mynydd,"Nursery, Infants & Juniors",Dual Stream,6622274,01492 577100,Sarn Mynach+Llandudno Junction+Conwy++LL31 9RT,421.0,TODO,TODO,TODO
Conwy,662,Ysgol Dyffryn yr Enfys,"Nursery, Infants & Juniors",Welsh medium,6622275,01492 660216,Ffordd Llanrwst++Dolgarrog+Conwy+LL32 8QE,107.0,TODO,TODO,TODO
Conwy,662,Ysgol Babanod Llanfairfechan,Nursery & Infants,English with significant Welsh,6623020,01248 680289,Ffordd Y Pentref+Llanfairfechan+Conwy++LL33 0AA,122.0,TODO,TODO,TODO
Conwy,662,Ysgol Llangelynnin,"Nursery, Infants & Juniors",Welsh medium,6623021,01492 592898,Henryd+Conwy+++LL32 8YB,87.0,TODO,TODO,TODO
Conwy,662,Ysgol Pencae,"Nursery, Infants & Juniors",Dual Stream,6623024,01492 622219,Ffordd Graiglwyd+Penmaenmawr+++LL34 6YG,134.0,TODO,TODO,TODO
Conwy,662,Ysgol Ysbyty Ifan,"Nursery, Infants & Juniors",Welsh medium,6623032,01690 770645,Ysbyty Ifan+Betws Y Coed+Conwy++LL24 0NY,18.0,TODO,TODO,TODO
Conwy,662,Ysgol St. George,"Nursery, Infants & Juniors",English medium,6623038,01745 833213,Primrose Hill+St George+Abergele+Conwy+LL22 9BU,71.0,TODO,TODO,TODO
Conwy,662,Ysgol Llanddoged,"Nursery, Infants & Juniors",Welsh medium,6623039,01492 640363,Llanddoged+Llanrwst+Conwy++LL26 0BJ,41.0,TODO,TODO,TODO
Conwy,662,Ysgol Eglwysbach,"Nursery, Infants & Juniors",Welsh medium,6623040,01492 650463,Eglwysbach+Bae Colwyn+Conwy++LL28 5UD,61.0,TODO,TODO,TODO
Conwy,662,Ysgol Porth y Felin,"Nursery, Infants & Juniors",English with significant Welsh,6623043,01492 572220,Ffordd Llanrwst+Conwy+++LL32 8FZ,343.0,TODO,TODO,TODO
Conwy,662,Ysgol Llanddulas,"Nursery, Infants & Juniors",English medium,6623059,01492 516865,Minffordd Road+Llanddulas+Abergele+Conwy+LL22 8EW,152.0,TODO,TODO,TODO
Conwy,662,Ysgol Betws yn Rhos,"Nursery, Infants & Juniors",Welsh medium,6623062,01492 680603,Betws Yn Rhos+Abergele+++LL22 8AW,71.0,TODO,TODO,TODO
Conwy,662,Ysgol Bodafon,"Nursery, Infants & Juniors",English with significant Welsh,6623302,01492 547996,Ffordd Bodafon+Llandudno+Conwy++LL30 3BA,91.0,TODO,TODO,TODO
Conwy,662,Ysgol Bendigaid William Davies,"Nursery, Infants & Juniors",English medium,6623303,01492 875930,Bodnant Crescent+Llandudno+Conwy++LL30 1LL,111.0,TODO,TODO,TODO
Conwy,662,Ysgol San Sior,"Nursery, Infants & Juniors",English with significant Welsh,6623307,01492 878149,Church Walks+Llandudno+Conwy++LL30 2HL,238.0,TODO,TODO,TODO
Conwy,662,Ysgol Sant Joseph,"Nursery, Infants & Juniors",English medium,6623333,01492 532394,Brackley Avenue+Colwyn Bay+++LL29 7UU,234.0,TODO,TODO,TODO
Conwy,662,Ysgol y Plas,"Nursery, Infants & Juniors",English medium,6623340,01492 680601,Llanelian+Old Colwyn+Conwy++LL29 8YY,82.0,TODO,TODO,TODO
Conwy,662,Ysgol John Bright,Secondary (ages 11-19),English medium,6624022,01492 864200,Maesdu Road+Llandudno+++LL30 1LF,1147.0,TODO,TODO,TODO
Conwy,662,Ysgol Aberconwy,Secondary (ages 11-19),English medium,6624023,01492 593243,Morfa Drive+Conwy+++LL32 8ED,1044.0,TODO,TODO,TODO
Conwy,662,Ysgol Dyffryn Conwy,Secondary (ages 11-19),Bilingual (Type B),6624035,01492 642800,Nebo Road+Llanrwst+++LL26 0SD,629.0,TODO,TODO,TODO
Conwy,662,Ysgol Y Creuddyn,Secondary (ages 11-19),Welsh medium,6624038,01492 544344,Ffordd Dderwen+Bae Penrhyn+Llandudno++LL30 3LB,633.0,TODO,TODO,TODO
Conwy,662,Ysgol Pen Y Bryn,"Nursery, Infants & Juniors",English medium,6625201,01492 531260,Wentworth Avenue+Colwyn Bay+++LL29 6DD,459.0,TODO,TODO,TODO
Conwy,662,Ysgol Emrys Ap Iwan,Secondary (ages 11-19),English medium,6625400,01745 832287,Faenol Avenue+Abergele+Conwy++LL22 7HE,952.0,TODO,TODO,TODO
Conwy,662,Eirias High School,Secondary (ages 11-19),English medium,6625402,01492 532025,Eirias Road+Colwyn Bay+++LL29 7SP,1254.0,TODO,TODO,TODO
Conwy,662,Ysgol Bryn Elian,Secondary (ages 11-19),English medium,6625403,01492 518215,Windsor Drive+Colwyn Bay+Conwy++LL29 8HU,993.0,TODO,TODO,TODO
Conwy,662,Ysgol Y Gogarth,Special (with post-16 provision),Not applicable,6627007,01492 860077,Nant y Gamar Road+Craig Y Don+Llandudno++LL30 1YE,275.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Hiraddug,"Nursery, Infants & Juniors",English medium,6632011,01745 570467,Thomas Avenue+Dyserth+Rhyl+Denbighshire+LL18 6AN,205.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Y Castell Cp,"Nursery, Infants & Juniors",English medium,6632037,01745 590545,Hylas Lane+Rhuddlan+Denbighshire++LL18 5AG,232.0,TODO,TODO,TODO
Denbighshire,663,Christ Church Primary School,"Nursery, Infants & Juniors",English medium,6632038,01745 353982,Ernest Street+Rhyl+Denbighshire++LL18 2DS,438.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Llywelyn,"Nursery, Infants & Juniors",English medium,6632039,01745 353392,Trellewelyn Road+Rhyl+Denbighshire++LL18 4EU,683.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Y Faenol,"Nursery, Infants & Juniors",English medium,6632057,01745 583370,John's Drive+Bodelwyddan+Nr. Rhyl+Denbighshire+LL18 5TG,140.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Penmorfa Cp,"Nursery, Infants & Juniors",English medium,6632059,01745 852757,Dawson Drive+Prestatyn+Denbighshire++LL19 8SY,403.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Emmanuel,"Nursery, Infants & Juniors",English medium,6632060,01745 353447,Victoria Road+Rhyl+Denbighshire++LL18 2EG,459.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Dewi Sant,Infants & Juniors,Welsh medium,6632066,01745 351355,Ffordd Rhuddlan+Rhyl+Denbighshire++LL18 2RE,406.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Melyd,"Nursery, Infants & Juniors",English medium,6632067,01745 852782,Ffordd Pennant+Meliden+Prestatyn+Denbighshire+LL19 8PE,162.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bodfari,"Nursery, Infants & Juniors",English medium,6632070,01745 710329,Bodfari+Denbighshire+++LL16 4DA,35.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bryn Hedydd,"Nursery, Infants & Juniors",English medium,6632072,01745 351676,Spruce Avenue+Tynewydd Road+Rhyl+Denbighshire+LL18 3SU,471.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Cefn Meiriadog,"Nursery, Infants & Juniors",English medium,6632124,01745 582224,Groesffordd Marli+Marli+St Asaph+Denbighshire+LL22 9DS,48.0,TODO,TODO,TODO
Denbighshire,663,Frongoch Juniors,Juniors,English medium,6632125,01745 812410,Rhyl Road+Denbigh+Denbighshire++LL16 3DP,206.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Gymraeg Henllan,"Nursery, Infants & Juniors",Welsh medium,6632127,01745 812959,Ffordd Dinbych+Henllan+Dinbych+Sir Ddinbych+LL16 5AW,69.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Twm o'r Nant,"Nursery, Infants & Juniors",Welsh medium,6632134,01745 812261,Ffordd Rhyl+Dinbych+++LL16 3DP,310.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bryn Clwyd,"Nursery, Infants & Juniors",English with significant Welsh,6632135,01824 790324,Llandyrnog+Sir Ddinbych+++LL16 4HG,45.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Y Parc,Nursery & Infants,English medium,6632136,01745 812989,Ruthin Road+Denbigh+++LL16 3ER,195.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Gellifor,"Nursery, Infants & Juniors",English medium,6632164,01824 790387,Gellifor+Ruthin+Denbighshire++LL15 1SB,37.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Pentrecelyn,"Nursery, Infants & Juniors",Welsh medium,6632168,01978 790288,Pentrecelyn+Ruthun+Sir Ddinbych++LL15 2HG,23.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Betws Gwerful Goch,"Nursery, Infants & Juniors",Welsh medium,6632214,01490 460315,Betws Gwerfil Goch+Corwen+Denbighshire++LL21 9PY,27.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Carrog,"Nursery, Infants & Juniors",English with significant Welsh,6632215,01490 430262,Carrog+Nr Corwen+Denbighshire++LL21 9AN,35.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Caer Drewyn,"Nursery, Infants & Juniors",English with significant Welsh,6632216,01490 412418,Clawdd Poncen+Corwen+Denbighshire++LL21 9RT,99.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bro Elwern,"Nursery, Infants & Juniors",Welsh medium,6632219,01490 412332,Gwyddelwern+Corwen+Sir Ddinbych++LL21 9DF,62.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Y Llys,"Nursery, Infants & Juniors",Welsh medium,6632227,01745 853019,Rhodfa'r Tywysog+Prestatyn+Denbighshire++LL19 8RP,344.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bryn Collen,"Nursery, Infants & Juniors",English medium,6632234,01978 861125,Pengwern+Llangollen+Denbighshire++LL20 8AR,172.0,TODO,TODO,TODO
Denbighshire,663,Rhos Street Cp School,"Nursery, Infants & Juniors",English medium,6632255,01824 702565,Ffordd Glasdir+Ruthin+Denbighshire++LL15 1QQ,221.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Pen Barras,"Nursery, Infants & Juniors",Welsh medium,6632256,01824 704129,Ffordd Glasdir+Ruthun+Sir Ddinbych++LL15 1DY,292.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bro Cinmeirch,"Nursery, Infants & Juniors",Welsh medium,6632261,01745 890347,Llanrhaedr Y.C.+Dinbych+Sir Ddinbych++LL16 4NL,97.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bro Famau,"Nursery, Infants & Juniors",English medium,6632262,01824 780722,Eryrys Road+Llanaman - Yn - Lal+Nr Mold++CH7 4TB,60.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Gymraeg Y Gwernant,"Nursery, Infants & Juniors",Welsh medium,6632263,01978 861986,Pengwern+Llangollen+Denbighshire++LL20 8AR,162.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Clawdd Offa,Infants & Juniors,English medium,6632264,01745 850124,By Plas Morfa Farm+Ffordd Penrhwylfa+Prestatyn+Denbighshire+LL19 8AZ,359.0,TODO,TODO,TODO
Denbighshire,663,Bodnant Community Primary School,"Nursery, Infants & Juniors",English medium,6632265,01745 854724,Nant Hall Road+Prestatyn+Denbighshire++LL19 9NW,474.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Pendref,"Nursery, Infants & Juniors",English medium,6632266,01745 812660,Gwaenynog Road+Denbigh+++LL16 3RU,131.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Bro Dyfrdwy,"Nursery, Infants & Juniors",Welsh medium,6632267,01490 412500,Cynwyd+Corwen+++LL21 0LG,114.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Carreg Emlyn,"Nursery, Infants & Juniors",Welsh medium,6632268,01824 750636,Safle Clocaenog+Clocaenog+Rhuthun++LL15 2AY,73.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Tremeirchion,"Nursery, Infants & Juniors",Welsh medium,6633020,01745 710328,Tremeirchion+Llanelwg+St Asaph+Sir Ddinbych+LL17 0UN,81.0,TODO,TODO,TODO
Denbighshire,663,St Asaph Infants School,Nursery & Infants,English medium,6633024,01745 583416,Upper Denbigh Road+St Asaph+Denbighshire++LL17 0RL,87.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Llanbedr,"Nursery, Infants & Juniors",English medium,6633044,01824 702927,Llanbedr+Ruthin+Denbighshire++LL15 1SU,65.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Llanfair Dyffryn Clwyd,"Nursery, Infants & Juniors",Dual Stream,6633045,01824 703169,Llanfair Dyffryn Clwyd+Ruthin+Denbighshire++LL15 2RU,112.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Borthyn,"Nursery, Infants & Juniors",English medium,6633050,01824 702727,Denbigh Road+Ruthin+Denbighshire++LL15 1NT,101.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Pant Pastynog,"Nursery, Infants & Juniors",Welsh medium,6633057,01745 890331,Prion+Denbighshire+++LL16 4SG,71.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Dyffryn Ial,"Nursery, Infants & Juniors",English with significant Welsh,6633061,01978 790645,Allt Yr Efail+Llandegla+Wrecsam+Sir Ddinbych+LL11 3AW,50.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Esgob Morgan C.I.W. Voluntary Controlled Primary School,Juniors,English medium,6633062,01745 583690,Ffordd Siarl+Ashley Court+St Asaph+Denbighshire+LL17 0PT,105.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Trefnant,"Nursery, Infants & Juniors",English medium,6633316,01745 730276,Henllan Road+Trefnant+Nr. Denbigh+Denbighshire+LL16 5UF,87.0,TODO,TODO,TODO
Denbighshire,663,Rhyl High School,Secondary (ages 11-16),English medium,6634003,01745 343533,Grange Road+Rhyl+Denbighshire++LL18 4BY,1173.0,TODO,TODO,TODO
Denbighshire,663,Prestatyn High School,Secondary (ages 11-19),English medium,6634014,01745 852312,2 Princes Avenue+Prestatyn+Denbighshire++LL19 8RS,1447.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Uwchradd Glan Clwyd,Secondary (ages 11-19),Welsh medium,6634020,01745 582611,Ffordd Dinbych+Llanelwy+Sir Ddinbych++LL17 0RP,1046.0,TODO,TODO,TODO
Denbighshire,663,Denbigh High School,Secondary (ages 11-19),English medium,6634026,01745 812485,Ruthin Road+Denbigh+Denbighshire++LL16 3EX,491.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Dinas Bran,Secondary (ages 11-19),Bilingual (Type B),6634027,01978 860669,Dinbren Road+Llangollen+Denbighshire++LL20 8TG,1072.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Brynhyfryd,Secondary (ages 11-19),Bilingual (Type B),6634031,01824 703933,Mold Road+Ruthin+Denbighshire++LL15 1EG,1093.0,TODO,TODO,TODO
Denbighshire,663,St Brigid's School,Middle (ages 3-19),English medium,6635901,01745 815228,Plas Yn Green+Mold Road+Denbigh++LL16 4BH,471.0,TODO,TODO,TODO
Denbighshire,663,Christ The Word Catholic School,Middle (ages 3-16),English medium,6635902,01745 352999,Cefndy Road+++Rhyl+LL18 2EU,901.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Tir Morfa,Special (with post-16 provision),Not applicable,6637000,01745 350388,Ffordd Derwen+Rhyl+Denbighshire++LL18 2RN,116.0,TODO,TODO,TODO
Denbighshire,663,Ysgol Plas Brondyffryn,Special (with post-16 provision),Not applicable,6637010,01745 813914,Park Street+Denbigh+++LL16 3DR,133.0,TODO,TODO,TODO
Flintshire,664,Ysgol Glan Aber,"Nursery, Infants & Juniors",English medium,6642002,01352 711995,Boot End+Bagillt+Flintshire++CH6 6LW,151.0,TODO,TODO,TODO
Flintshire,664,Ysgol Merllyn,"Nursery, Infants & Juniors",English medium,6642003,01352 733366,Foel Gron+Bagillt+Flintshire++CH6 6BB,141.0,TODO,TODO,TODO
Flintshire,664,Westwood Cp,"Nursery, Infants & Juniors",English medium,6642004,01244 543207,Tabernacle Street+Buckley+Flintshire++CH7 2JT,225.0,TODO,TODO,TODO
Flintshire,664,Ewloe Green,"Nursery, Infants & Juniors",English medium,6642012,01244 532569,Old Mold Road+Ewloe+Deeside+Flintshire+CH5 3GU,388.0,TODO,TODO,TODO
Flintshire,664,Bryn Garth Cp,"Nursery, Infants & Juniors",English medium,6642013,01745 560435,Ffynnongroew+Holywell+Flintshire++CH8 9JA,82.0,TODO,TODO,TODO
Flintshire,664,Ysgol Gwynedd Cp,"Nursery, Infants & Juniors",English medium,6642015,01352 732365,Prince Of Wales Avenue+Flint+Flintshire++CH6 5DL,528.0,TODO,TODO,TODO
Flintshire,664,Ysgol Maesglas,"Nursery, Infants & Juniors",English medium,6642018,01352 711497,Fulbrooke+Greenfield+Holywell+Flintshire+CH8 7JW,237.0,TODO,TODO,TODO
Flintshire,664,Ysgol Gymraeg Mornant,"Nursery, Infants & Juniors",Welsh medium,6642021,01745 560433,"Picton Road+Picton,  Penyffordd+Treffynnon+Sir Y Fflint+CH8 9JQ",67.0,TODO,TODO,TODO
Flintshire,664,Ysgol Estyn Community School,"Nursery, Infants & Juniors",English medium,6642024,01978 760501,Hawarden Road+Hope+Nr. Wrexham+Flintshire+LL12 9NL,236.0,TODO,TODO,TODO
Flintshire,664,Ysgol Glanrafon,"Nursery, Infants & Juniors",Welsh medium,6642028,01352 700384,Lon Bryn Coch+Yr Wyddgrug+Sir Y Fflint++CH7 1PS,328.0,TODO,TODO,TODO
Flintshire,664,Northop Hall,"Nursery, Infants & Juniors",English medium,6642032,01244 815980,Llys Ben+Northop Hall+Nr.Mold+Flintshire+CH7 6HS,184.0,TODO,TODO,TODO
Flintshire,664,Wood Memorial Primary School,"Nursery, Infants & Juniors",English medium,6642040,01244 671807,Boundary Lane+Saltney+Chester+Flintshire+CH4 8BT,171.0,TODO,TODO,TODO
Flintshire,664,Sealand Cp School,"Nursery, Infants & Juniors",English medium,6642041,01244 830089,Farm Road+Sealand+Deeside+Flintshire+CH5 2HH,214.0,TODO,TODO,TODO
Flintshire,664,Sychdyn Cp,"Nursery, Infants & Juniors",English medium,6642043,01352 753654,Vownog Road+Sychdyn+Mold+Flintshire+CH7 6ED,159.0,TODO,TODO,TODO
Flintshire,664,Trelogan Primary,"Nursery, Infants & Juniors",English medium,6642044,01745 560432,Berthengam+Treffynnon+Sir Y Fflint++CH8 9BZ,72.0,TODO,TODO,TODO
Flintshire,664,Bryn Pennant Cp,"Nursery, Infants & Juniors",English medium,6642046,01745 560274,Ffordd Pennant+Mostyn+Nr. Holywell+Flintshire+CH8 9NU,111.0,TODO,TODO,TODO
Flintshire,664,Ysgol Bro Carmel,"Nursery, Infants & Juniors",English medium,6642049,01352 712234,Carmel Road+Carmel+Holywell+Flintshire+CH8 8NU,173.0,TODO,TODO,TODO
Flintshire,664,Rhos Helyg School,"Nursery, Infants & Juniors",English medium,6642050,01352 780265,Rhosesmor+Mold+Flintshire++CH7 6PJ,113.0,TODO,TODO,TODO
Flintshire,664,Ysgol Terrig,"Nursery, Infants & Juniors",Welsh medium,6642051,01352 770235,Ffordd y Llan+Treuddyn+Yr Wyddgrug+Sir Y Fflint+CH7 4LN,94.0,TODO,TODO,TODO
Flintshire,664,Ysgol Bryn Deva,"Nursery, Infants & Juniors",English medium,6642052,01244 830080,Linden Avenue+Connah's Quay+Flintshire++CH5 4SN,306.0,TODO,TODO,TODO
Flintshire,664,Sandycroft Cp,"Nursery, Infants & Juniors",English medium,6642053,01244 532083,Leaches Lane+Mancot+Deeside+Flintshire+CH5 2EH,366.0,TODO,TODO,TODO
Flintshire,664,Gwernymynydd Cp School,"Nursery, Infants & Juniors",English medium,6642056,01352 756756,Godre'r Coed+Gwernymynydd+Mold+Flintshire+CH7 4DT,73.0,TODO,TODO,TODO
Flintshire,664,Queensferry Community Primary School,"Nursery, Infants & Juniors",English medium,6642061,01244 812136,Queens Ferry Campus+ Queen's Ferry+Deeside+Flintshire+CH5 1SA,137.0,TODO,TODO,TODO
Flintshire,664,Ysgol Bryn Coch,"Nursery, Infants & Juniors",English medium,6642062,01352 752975,Victoria Road+Mold+Flintshire++CH7 1EW,635.0,TODO,TODO,TODO
Flintshire,664,Mountain Lane Primary School,"Nursery, Infants & Juniors",English medium,6642063,01244 550688,Knowle Lane+Buckley+Flintshire++CH7 3JA,454.0,TODO,TODO,TODO
Flintshire,664,"Ysgol Y Foel Cilcain","Nursery, Infants & Juniors",English medium,6642064,01352 740197,Ffordd Y Llan+Cilcain+Mold+Flintshire+CH7 5NH,35.0,TODO,TODO,TODO
